iter	Logloss
141	0.06676277206
142	0.06660896479
143	0.06641943733
144	0.06624358364
145	0.06604414548
146	0.06584802441
147	0.06564468134
148	0.06554627617
149	0.06547906069
150	0.06538600365
151	0.06521956753
152	0.06513452288
153	0.06503554734
154	0.064884898
155	0.06476411213
156	0.06467107777
157	0.06453152049
158	0.06433741919
159	0.06423676091
160	0.06415209236
161	0.06405772609
162	0.06394860521
163	0.06377075963
164	0.06359914483
165	0.06350860339
166	0.06337157676
167	0.06324421351
168	0.06315789806
169	0.06301586054
170	0.06293535576
171	0.06286855496
172	0.06278900145
173	0.06265924337
174	0.06250620458
175	0.06243378142
176	0.06229243405
177	0.06217640044
178	0.06206437337
179	0.0619806939
180	0.0618685458
181	0.06176056282
182	0.06164255458
183	0.06156945913
184	0.06144314698
185	0.06136860308
186	0.06127405883
187	0.06118586184
188	0.06111175657
189	0.06098284105
190	0.06087521255
191	0.06082474608
192	0.06076362674
193	0.06069144678
194	0.06063474943
195	0.06051035175
196	0.06043183805
197	0.06031671219
198	0.06023505157
199	0.06018192212
200	0.06010060542
201	0.06001549355
202	0.05996734802
203	0.05983362826
204	0.05977686653
205	0.05958823781
206	0.05953732928
207	0.05949684353
208	0.05942630919
209	0.05936794822
210	0.0593038782
211	0.05924242466
212	0.05917003008
213	0.05906926081
214	0.05898173803
215	0.05891409283
216	0.0588628843
217	0.05879246688
218	0.05876002551
219	0.05870432867
220	0.05860318318
221	0.05852737193
222	0.05848263365
223	0.05843523144
224	0.05838891915
225	0.05834474863
226	0.05830300925
227	0.0582606169
228	0.05821357641
229	0.05817896324
230	0.058123014
231	0.05806293324
232	0.05802926273
233	0.0579592867
234	0.05790031276
235	0.05784854064
236	0.05778957572
237	0.0577482031
238	0.05769759077
239	0.05764384175
240	0.05761194107
241	0.05756392203
242	0.05747339192
243	0.05742868758
244	0.05739601187
245	0.05733720663
246	0.0572956494
247	0.05723753127
248	0.05720474114
249	0.05716568448
250	0.05712281206
251	0.05708269006
252	0.05704908456
253	0.05699897307
254	0.05694615563
255	0.05689344107
256	0.05684897536
257	0.05678780947
258	0.05672964315
259	0.05667951039
260	0.0566199477
261	0.05659255967
262	0.05651264494
263	0.05645797049
264	0.05642608105
265	0.05635896608
266	0.0563210102
267	0.0562624634
268	0.05622414263
269	0.05617400275
270	0.0561352788
271	0.05609510539
272	0.05606448781
273	0.05600708857
274	0.05597088337
275	0.05590887945
276	0.05588320893
277	0.05585706199
278	0.05580552638
279	0.05576267133
280	0.05571834951
281	0.05564953666
282	0.05559377214
283	0.05554017323
284	0.055501748
285	0.05546576632
286	0.05542018587
287	0.05534926691
288	0.05524573166
289	0.05521365871
290	0.05514990052
291	0.05510773606
292	0.05505417259
293	0.05502350243
294	0.05498925115
295	0.05494892292
296	0.05492010379
297	0.05488991075
298	0.05484980517
299	0.05481724546
300	0.05478079046
301	0.05471095131
302	0.05468692921
303	0.05462619519
304	0.05459684325
305	0.05456683682
306	0.05452218205
307	0.05450065941
308	0.05446919625
309	0.05442390504
310	0.05436445965
311	0.05433239963
312	0.05430135038
313	0.05427705741
314	0.05424684723
315	0.05420654345
316	0.05415467333
317	0.05412128668
318	0.05409001377
319	0.05406574279
320	0.05403580083
321	0.05399025757
322	0.05395587083
323	0.05391310847
324	0.0538646132
325	0.0538286922
326	0.0537990944
327	0.05377416397
328	0.05374512043
329	0.05371545184
330	0.05370346536
331	0.05367249915
332	0.05364760955
333	0.05361578055
334	0.05359355226
335	0.05356316335
336	0.05354302499
337	0.05350565274
338	0.0534749755
339	0.05344033263
340	0.05341245105
341	0.05338487671
342	0.05335545981
343	0.0533220786
344	0.05329796825
345	0.05326182519
346	0.05322714301
347	0.05320255711
348	0.05317141261
349	0.05314999525
350	0.05311626502
351	0.05309872855
352	0.05307686558
353	0.0530380132
354	0.05301685821
355	0.05299205134
356	0.05294832186
357	0.05291586583
358	0.0528935352
359	0.05286897571
360	0.05282805754
361	0.05280216777
362	0.05276467597
363	0.05272265433
364	0.05270096047
365	0.05267876787
366	0.05264577699
367	0.05261631407
368	0.05258600799
369	0.05249507562
370	0.05248067571
371	0.05245375014
372	0.05241740609
373	0.05238808715
374	0.05237386728
375	0.05234604553
376	0.0523241978
377	0.05229814148
378	0.05227658745
379	0.05224739612
380	0.0522186036
381	0.05219011533
382	0.05217019872
383	0.05214472074
384	0.05212117154
385	0.05209092858
386	0.05206986079
387	0.0520514489
388	0.05202270961
389	0.05198522399
390	0.05195573163
391	0.05193592578
392	0.05190077471
393	0.05187797999
394	0.05183681681
395	0.05181349708
396	0.05178687606
397	0.05176023333
398	0.05172042774
399	0.05166473168
400	0.05162770254
401	0.05160899457
402	0.05159150672
403	0.05157156141
404	0.05153262766
405	0.05151031354
406	0.05147434602
407	0.05144378361
408	0.05141261372
409	0.05139477443
410	0.05135807621
411	0.05133177842
412	0.05129017356
413	0.05127138966
414	0.05124013039
415	0.05120224738
416	0.05116000934
417	0.05112105013
418	0.05109992417
419	0.05107422125
420	0.05104711151
421	0.05102609908
422	0.05100575937
423	0.05098174526
424	0.05095721605
425	0.05093858612
426	0.05092165411
427	0.05089664765
428	0.0508722954
429	0.05085318534
430	0.0508329959
431	0.05079721098
432	0.05076338255
433	0.05072386351
434	0.05070679063
435	0.05067912331
436	0.05065515274
437	0.05064227346
438	0.05062270235
439	0.05060250981
440	0.05058079839
441	0.05055405928
442	0.0505304185
443	0.05049258345
444	0.05045715692
445	0.05043665436
446	0.05038554847
447	0.05036200428
448	0.05033960704
449	0.05031368118
450	0.05029578121
451	0.05027230373
452	0.05025119446
453	0.0502363023
454	0.05022053533
455	0.05020294711
456	0.05019120601
457	0.05017250961
458	0.05014739799
459	0.05012089738
460	0.05009515059
461	0.05009243542
462	0.05007160118
463	0.05004719331
464	0.05003089245
465	0.05001242832
466	0.04999449884
467	0.04998094235
468	0.04995753645
469	0.04995492448
470	0.04992798427
471	0.04990892052
472	0.04989233753
473	0.04987526026
474	0.0498568289
475	0.04983570533
476	0.04981446102
477	0.04979519411
478	0.04978221414
479	0.04977055873
480	0.04973782726
481	0.04971971946
482	0.04969661998
483	0.04967530165
484	0.04965986875
485	0.04963566408
486	0.04961139096
487	0.04958967362
488	0.04956840818
489	0.04955211848
490	0.04951927653
491	0.04950191053
492	0.04948987749
493	0.04948086689
494	0.04946330068
495	0.04945184535
496	0.04943530707
497	0.04941998792
498	0.04939663368
499	0.04933050332
